Reservoir Dogs;;94;;92;;R;;A group of thieves assemble to pull of the perfect diamond heist. It turns into a bloody ambush when one of the men turns out to be a police informer. As the group begins to question each other's guilt, the heightening tensions threaten to explode the situation before the police step in.;;Crime,Drama;;Quentin Tarantino;;1992;;Harvey Keitel,Tim Roth,Michael Madsen,Chris Penn,Steve Buscemi,Lawrence Tierney,Quentin Tarantino,Edward Bunker,Kirk Baltz,Randy Brooks
Husbands and Wives;;87;;93;;R;;Gabe (Woody Allen) and his wife, Judy (Mia Farrow), are shocked to discover that their best friends, Sally (Judy Davis) and Jack (Sydney Pollack), are splitting up. Not only did they not see the breakup coming, but it makes them start to question their own relationship. While Gabe flirts with the idea of dating one of his college students (Juliette Lewis), Sally and Jack discover that being single again isn't all its cracked up to be and contemplate getting back together.;;Drama;;Woody Allen;;1992;;Woody Allen,Mia Farrow,Juliette Lewis,Blythe Danner,Judy Davis,Liam Neeson,Sydney Pollack,Lysette Anthony,Cristi Conaway,Timothy Jerome,Ron Rifkin,Jerry Zaks,Bruce Jay Friedman,Benno Schmidt
My Cousin Vinny;;87;;86;;R;;New York lawyer Vinny has never won a case. When his teenage cousin Bill and his friend Stan are accused of murder in a backwater Alabama town, it's up to the nervous Vinny to save him from jail, even though he's only ever tried personal injury cases before, and none of them successfully.;;Comedy;;Jonathan Lynn;;1992;;Joe Pesci,Marisa Tomei,Ralph Macchio,Mitchell Whitfield,Fred Gwynne,Lane Smith,Austin Pendleton,Bruce McGill,Maury Chaykin,Paulene Myers
Twin Peaks: Fire Walk With Me;;78;;64;;R;;In the folksy town of Deerfield, Wash., FBI Agent Desmond (Chris Isaak) inexplicably disappears while hunting for the man who murdered a teen girl. The killer is never apprehended, and, after experiencing dark visions and supernatural encounters, Agent Dale Cooper (Kyle MacLachlan) chillingly predicts that the culprit will claim another life. Meanwhile, in the similarly cozy town of Twin Peaks, hedonistic beauty Lara Palmer (Sheryl Lee) hangs with lowlifes and seems destined for a grisly fate.;;Crime,Drama;;David Lynch;;1992;;Kyle MacLachlan,Sheryl Lee,Moira Kelly,David Bowie,Chris Isaak,Harry Dean Stanton,Dana Ashbrook,Kiefer Sutherland,Peggy Lipton,James Marshall,Grace Zabriskie,Pamela Gidley,Mädchen Amick,Miguel Ferrer,Heather Graham,Jürgen Prochnow,Gary Bullock
Basic Instinct;;63;;55;;R;;The mysterious Catherine Tramell (Sharon Stone), a beautiful crime novelist, becomes a suspect when she is linked to the brutal death of a rock star. Investigated by homicide detective Nick Curran (Michael Douglas), Catherine seduces him into an intense relationship. Meanwhile, the murder case becomes increasingly complicated when more seemingly connected deaths occur and Nick's psychologist and lover, Beth Garner (Jeanne Tripplehorn), appears to be another suspect.;;Mystery & thriller;;Paul Verhoeven;;1992;;Michael Douglas,Sharon Stone,George Dzundza,Jeanne Tripplehorn,Denis Arndt,Leilani Sarelle,Bruce A. Young,Chelcie Ross,Dorothy Malone,Wayne Knight,Daniel von Bargen,Stephen Tobolowsky,Benjamin Mouton,Bill Cable
Bob Roberts;;78;;95;;R;;Millionaire conservative Bob Roberts (Tim Robbins) launches an insurgent campaign against incumbent senator Brickley Paiste (Gore Vidal), firing up crowds at his rallies by singing '60s-style acoustic folk songs with lyrics espousing far-right conservative social and economic views. Investigative journalist Bugs Raplin (Giancarlo Esposito) shadows the Roberts campaign, trying to connect Roberts to a drug-trafficking scheme, but an assassination attempt lays suspicion on both men.;;Comedy,Drama;;Tim Robbins;;1992;;Tim Robbins,Giancarlo Esposito,Ray Wise,Brian Murray,Gore Vidal,Rebecca Jenkins,Harry Lennix,John Ottavino,Robert Stanton,Kelly Willis
Strictly Ballroom;;87;;91;;PG;;A top ballroom dancer pairs with a plain, left-footed local girl when his maverick style earns him the disdain of his more conventionally-minded colleagues. Together, the team gives it their all and makes dreams of the National Championship title come true.;;Musical,Comedy;;Baz Luhrmann;;1992;;Paul Mercurio,Tara Morice,Bill Hunter,Barry Otto,Pat Thompson,Gia Carides,Peter Whitford,John Hannan,Sonia Kruger-Taylor,Pip Mushin
Candyman;;62;;77;;R;;Skeptical graduate student Helen Lyle (Virginia Madsen) befriends Anne-Marie McCoy (Vanessa Williams) while researching superstitions in a housing project on Chicago's Near North Side. From Anne-Marie, Helen learns about the Candyman (Tony Todd), a knife-wielding figure of urban legend that some of her neighbors believe to be responsible for a recent murder. After a mysterious man matching the Candyman's description begins stalking her, Helen comes to fear that the legend may be all too real.;;Horror,Mystery & thriller;;Bernard Rose;;1992;;Virginia Madsen,Tony Todd,Xander Berkeley,Kasi Lemmons,Vanessa Williams,DeJuan Guy,Michael Culkin,Stanley DeSantis,Gilbert Lewis,Barbara Alston
School Ties;;68;;60;;PG-13;;When David Greene (Brendan Fraser) receives a football scholarship to a prestigious prep school in the 1950s, he feels pressure to hide the fact that he is Jewish from his classmates and teachers, fearing that they may be anti-Semitic. He quickly becomes the big man on campus thanks to his football skills, but when his Jewish background is discovered, his worst fears are realized and his friends (Matt Damon, Chris O'Donnell) turn on him with violent threats and public ridicule.;;Drama;;Robert Mandel;;1992;;Brendan Fraser,Matt Damon,Chris O'Donnell,Randall Batinkoff,Andrew Lowery,Cole Hauser,Ben Affleck,Anthony Rapp,Amy Locane,Peter Donat,Zeljko Ivanek,Kevin Tighe,Michael Higgins,Ed Lauter
A Few Good Men;;89;;83;;R;;Lt. Daniel Kaffee (Tom Cruise) is a military lawyer defending two U.S. Marines charged with killing a fellow Marine at the Guantanamo Bay Naval Base in Cuba. Although Kaffee is known for seeking plea bargains, a fellow lawyer, Lt. Cdr. JoAnne Galloway (Demi Moore), convinces him that the accused marines were most likely carrying out an order from a commanding officer. Kaffee takes a risk by calling Col. Nathan R. Jessep (Jack Nicholson) to the stand in an effort to uncover the conspiracy.;;Drama;;Rob Reiner;;1992;;Tom Cruise,Jack Nicholson,Demi Moore,Kevin Bacon,Kiefer Sutherland,Kevin Pollak,James Marshall,J.T. Walsh,Christopher Guest,J.A. Preston,Matt Craven,Wolfgang Bodison,Cuba Gooding Jr.
Scent of a Woman;;92;;89;;R;;Frank is a retired Lt. Col. in the US army. He's blind and impossible to get along with. Charlie is at school and is looking forward to going to college. To help pay for a trip home for Christmas, he agrees to look after Frank over Thanksgiving. Frank's niece says this will be easy money, but she didn't reckon on Frank spending his Thanksgiving in New York.;;Drama;;Martin Brest;;1992;;Al Pacino,Chris O'Donnell,James Rebhorn,Gabrielle Anwar,Philip Seymour Hoffman,Richard Venture,Bradley Whitford,Ron Eldard,Frances Conroy,Sally Murphy,Nicholas Sadler,Gene Canfield,Margaret Eginton
Home Alone 2: Lost in New York;;62;;35;;PG;;After snarky youth Kevin McCallister (Macaulay Culkin) loses track of his father at the airport, he mistakenly gets on a plane headed for New York City -- while the rest of the McCallisters fly to Florida. Now alone in the Big Apple, Kevin cons his way into a room at the Plaza Hotel and begins his usual antics. But when Kevin discovers that the Sticky Bandits (Joe Pesci, Daniel Stern) are on the loose, he struggles to stop them from robbing an elderly man's toy store just before Christmas.;;Other,Kids & family,Comedy;;Chris Columbus;;1992;;Macaulay Culkin,Joe Pesci,Daniel Stern,Catherine O'Hara,John Heard,Devin Ratray,Tim Curry,Brenda Fricker,Eddie Bracken,Gerry Bamman,Kieran Culkin,Rob Schneider,Bob Eubanks,Ally Sheedy,Ron Canada
Light Sleeper;;64;;88;;R;;A Manhattan drug dealer with a wealthy clientele, John LeTour (Willem Dafoe) reevaluates both his trade and his life after discovering that his supplier, Ann (Susan Sarandon), is planning on quitting the business. When John runs into his old flame Marianne (Dana Delany), he sees reconnecting with her as a way to change for the better, but she is reluctant to rekindle the romance. Complicating John's life further is a series of drug-related murders that has the police pegging him as a suspect.;;Mystery & thriller;;Paul Schrader;;1992;;Willem Dafoe,Susan Sarandon,Dana Delany,David Clennon,Mary Beth Hurt,Victor Garber,Jane Adams,Robert Cicchini
Batman Returns;;73;;80;;PG-13;;The monstrous Penguin (Danny DeVito), who lives in the sewers beneath Gotham, joins up with wicked shock-headed businessman Max Shreck (Christopher Walken) to topple the Batman (Michael Keaton) once and for all. But when Shreck's timid assistant, Selina Kyle (Michelle Pfeiffer), finds out, and Shreck tries to kill her, she is transformed into the sexy Catwoman. She teams up with the Penguin and Shreck to destroy Batman, but sparks fly unexpectedly when she confronts the caped crusader.;;Fantasy,Adventure,Action;;Tim Burton;;1992;;Michael Keaton,Danny DeVito,Michelle Pfeiffer,Christopher Walken,Michael Gough,Michael Murphy,Cristi Conaway,Andrew Bryniarski,Pat Hingle,Vincent Schiavelli,Steve Witting,Jan Hooks
Singles;;73;;79;;PG-13;;In Seattle during the era of grunge music, the lives and relationships of a group of young people, all living in the same apartment building, go through a period of flux. Among them are waitress and aspiring architect Janet (Bridget Fonda), who finds herself obsessed with bad boy musician Cliff (Matt Dillon) ; Linda (Kyra Sedgwick), an emotionally fragile environmentalist on the look-out for love; and Steve (Campbell Scott), a quintessential nice guy who studies traffic patterns.;;Romance,Comedy;;Cameron Crowe;;1992;;Bridget Fonda,Matt Dillon,Campbell Scott,Kyra Sedgwick,Sheila Kelley,Jim True-Frost,Bill Pullman,James LeGros,Devon Raymond,Camilo Gallardo,Ally Walker,Eric Stoltz,Jeremy Piven,Tom Skerritt,Bill Smillie,Eddie Vedder,Chris Cornell
White Men Can't Jump;;68;;77;;R;;Billy Hoyle (Woody Harrelson) is a white basketball hustler who banks on black players underestimating his skills on the court. When he pulls one over on Sidney Deane (Wesley Snipes), his victim sees a lucrative opportunity, and they become partners in the con game, plying their trade across the courts of Los Angeles. Meanwhile, Billy has to keep one step ahead of mobsters, to whom he owes money, while staying on the good side of his "Jeopardy!"-obsessed, motormouth wife (Rosie Perez).;;Comedy;;Ron Shelton;;1992;;Wesley Snipes,Woody Harrelson,Rosie Perez,Tyra Ferrell,Cylk Cozart,Kadeem Hardison,Ernest Harden Jr.,John Marshall Jones,Marques Johnson,David Roberson,Kevin Benton
The Player;;84;;98;;R;;Certain that the anonymous threats he's been receiving are the work of David Kahane (Vincent D'Onofrio), producer Griffin Mill (Tim Robbins) tries to fix things over cocktails. Instead, Griffin ends up murdering the screenwriter and courting the dead man's girlfriend (Greta Scacchi). As police investigate, Griffin concentrates on a prestigious film that might reinvigorate his career. But he soon learns that David's demise hasn't been forgotten by everyone in Hollywood.;;Comedy;;Robert Altman;;1992;;Tim Robbins,Greta Scacchi,Fred Ward,Whoopi Goldberg,Peter Gallagher,Brion James,Cynthia Stevenson,Vincent D'Onofrio,Dean Stockwell,Richard E. Grant,Lyle Lovett,Dina Merrill,Angela Hall,Leah Ayres,Paul Hewitt,Randall Batinkoff,Jeremy Piven,Gina Gershon,Frank Barhydt,Mike Kaplan
Chaplin;;81;;60;;PG-13;;Re-creation of the life of comic genius Charlie Chaplin, from his humble beginnings in south London through his early days in British vaudeville, his silent movie career in America and his late masterpieces. His turbulent personal life saw four marriages and an enforced exile from the US - though he returned to receive an honorary Oscar in 1972.;;Biography;;Richard Attenborough;;1992;;Robert Downey Jr.,Dan Aykroyd,Geraldine Chaplin,Kevin Dunn,Anthony Hopkins,Milla Jovovich,Moira Kelly,Kevin Kline,Diane Lane,Penelope Ann Miller,Paul Rhys,John Thaw,Marisa Tomei,Nancy Travis,James Woods
Radio Flyer;;72;;35;;PG-13;;When their parents divorce, brothers Mike (Elijah Wood) and Bobby (Joseph Mazzello) move to a California suburb with their mother, Mary (Lorraine Bracco). Soon after, she remarries a man (Adam Baldwin) who insists on being called "the King" and who beats young Bobby when Mary isn't around. The boys try to escape their harsh home life through fantasy, most of it centered on their Radio Flyer wagon. Inspired by the legend of another neighborhood boy, they hope to make it fly.;;Fantasy;;Richard Donner;;1992;;Elijah Wood,Joseph Mazzello,Adam Baldwin,Lorraine Bracco,John Heard,Ben Johnson,Sean Baca,Robert Munic,Tom Hanks
Wayne's World;;84;;78;;PG-13;;A big screen spin-off of the "Saturday Night Live" skit. Rob Lowe plays a producer that wants to take the public access "Wayne's World" to the world of commercial television. Wayne (Mike Myers) and Garth (Dana Carvey) battle to save their show and Wayne's girlfriend from Lowe.;;Comedy;;Penelope Spheeris;;1992;;Mike Myers,Dana Carvey,Rob Lowe,Tia Carrere,Brian Doyle-Murray,Lara Flynn Boyle,Kurt Fuller,Colleen Camp,Alice Cooper,Donna Dixon,Michael DeLuise,Dan Bell,Lee Tergesen,Sean Sullivan,Frederick Coffin,Chris Farley,Meat Loaf,Ed O'Neill,Ione Skye,Robert Patrick
Death Becomes Her;;61;;54;;PG-13;;When a novelist loses her man to a movie star and former friend, she winds up in a psychiatric hospital. Years later, she returns home to confront the now-married couple, looking radiant. Her ex-husband's new wife wants to know her secret, and discovers that she has been taking a mysterious drug which grants eternal life to the person who drinks it. The actress follows suit, but discovers that immortality has a price.;;Fantasy,Comedy;;Robert Zemeckis;;1992;;Meryl Streep,Bruce Willis,Goldie Hawn,Isabella Rossellini,Ian Ogilvy,Adam Storke,Nancy Fish,Michelle Johnson
A League of Their Own;;84;;80;;PG;;As America's stock of athletic young men is depleted during World War II, a professional all-female baseball league springs up in the Midwest, funded by publicity-hungry candy maker Walter Harvey (Garry Marshall). Competitive sisters Dottie Hinson (Geena Davis) and Kit Keller (Lori Petty) spar with each other, scout Ernie Capadino (Jon Lovitz) and grumpy has-been coach Jimmy Dugan (Tom Hanks) on their way to fame. Madonna and Rosie O'Donnell co-star as two of the sisters' teammates.;;Comedy,Drama;;Penny Marshall;;1992;;Tom Hanks,Geena Davis,Madonna,Lori Petty,Jon Lovitz,David Strathairn,Garry Marshall,Megan Cavanagh,Rosie O'Donnell,Renée Coleman,Ann Cusack,Anne Ramsay,Tracy Reiner,Bitty Schram,Freddie Simpson,Bill Pullman
The Muppet Christmas Carol;;86;;75;;G;;The Muppets perform the classic Dickens holiday tale, with Kermit the Frog playing Bob Cratchit, the put-upon clerk of stingy Ebenezer Scrooge (Michael Caine). Other Muppets -- Miss Piggy, Gonzo, Fozzie Bear and Sam the Eagle -- weave in and out of the story, while Scrooge receives visits from spirits of three Christmases -- past, present and future. They show him the error of his self-serving ways, but the miserable old man seems to be past any hope of redemption and happiness.;;Other,Kids & family,Fantasy;;Brian Henson;;1992;;Michael Caine,Dave Goelz,Steve Whitmire,Jerry Nelson,David Rudman,Frank Oz,Jessica Fox,Steven Mackintosh
A River Runs Through It;;83;;80;;PG;;The Maclean brothers, Paul (Brad Pitt) and Norman (Craig Sheffer), live a relatively idyllic life in rural Montana, spending much of their time fly fishing. The sons of a minister (Tom Skerritt), the boys eventually part company when Norman moves east to attend college, leaving his rebellious brother to find trouble back home. When Norman finally returns, the siblings resume their fishing outings, and assess both where they've been and where they're going.;;Drama;;Robert Redford;;1992;;Craig Sheffer,Brad Pitt,Tom Skerritt,Brenda Blethyn,Emily Lloyd,Edie McClurg,Stephen Shellen,Nicole Burdette,Susan Traylor,Joseph Gordon-Levitt,Vann Gravage
Like Water for Chocolate;;84;;87;;NC;;The youngest daughter in her family, the beautiful Tita (Lumi Cavazos) is forbidden to marry her true love, Pedro (Marco Leonardi). Since tradition dictates that Tita must care for her mother, Pedro weds her older sister, Rosaura (Yareli Arizmendi), though he still loves Tita. The situation creates much tension in the family, and Tita's powerful emotions begin to surface in fantastical ways through her cooking. As the years pass, unusual circumstances test the enduring love of Pedro and Tita.;;Romance;;Alfonso Arau;;1992;;Lumi Cavazos,Marco Leonardi,Regina Torne,Mario Iván Martínez,Ada Carrasco,Claudette Maille,Yareli Arizmendi,Pilar Aranda,Rodolfo Arias,Joaquín Garrido
A Stranger Among Us;;39;;22;;PG-13;;A New York policewoman (Melanie Griffith) enters the Hasidic community to investigate a diamond-robbery murder.;;Mystery & thriller;;Sidney Lumet;;1992;;Melanie Griffith,Eric Thal,John Pankow,Tracy Pollan,Lee Richardson,Mia Sara,Jamey Sheridan,Jake Weber
Patriot Games;;72;;74;;R;;When former CIA agent Jack Ryan (Harrison Ford) hampers an IRA terrorist attack in London, he kills one of the terrorists. The dead man's brother, another member of the group named Sean Miller (Sean Bean), is arrested but quickly escapes. Vowing revenge against Ryan, Miller travels to the United States, where he forces Ryan's wife (Anne Archer) and daughter (Thora Birch) into a car accident that badly injures them. This convinces Ryan to rejoin the CIA in order to track down Miller.;;Mystery & thriller,Action;;Phillip Noyce;;1992;;Harrison Ford,Anne Archer,Patrick Bergin,Sean Bean,Thora Birch,James Fox,Samuel L. Jackson,Polly Walker,J.E. Freeman,James Earl Jones,Richard Harris,Alex Norton,Hugh Fraser
Bad Lieutenant;;73;;77;;NC-17;;The Lieutenant (Harvey Keitel) is a corrupt cop steeped in gambling debt who exploits his authority to sexually harass teenage girls, embezzle money and abuse drugs. His troubles come to a head when a mob lackey delivers an ultimatum: pay off his debt, or else. His fate appears sealed. But when The Lieutenant learns that a $50,000 reward is being offered to whoever catches a pair of thugs who raped a nun (Frankie Thorn), he jumps at the opportunity, hoping that he can still redeem himself.;;Crime,Drama;;Abel Ferrara;;1992;;Harvey Keitel,Frankie Thorn,Zoë Lund,Anthony Ruggiero,Eddie Daniels,Bianca Hunter,Vickie Bastel,Robin Burrows,Victor Argo,Paul Hipp,Fernando Velez,Michael N. Ciravolo
The Last of the Mohicans;;88;;93;;R;;The last members of a dying Native American tribe, the Mohicans -- Uncas (Eric Schweig), his father Chingachgook (Russell Means), and his adopted half-white brother Hawkeye (Daniel Day-Lewis) -- live in peace alongside British colonists. But when the daughters (Madeleine Stowe, Jodhi May) of a British colonel are kidnapped by a traitorous scout, Hawkeye and Uncas must rescue them in the crossfire of a gruesome military conflict of which they wanted no part: the French and Indian War.;;History,Romance,Adventure,Drama,War;;Michael Mann;;1992;;Daniel Day-Lewis,Madeleine Stowe,Russell Means,Eric Schweig,Jodhi May,Steven Waddington,Wes Studi,Maurice Roëves,Patrice Chéreau
A Midnight Clear;;79;;88;;R;;In the winter of 1944, American soldiers led by Will Knott (Ethan Hawke) are assigned to capture a small squad of German soldiers posted in France's Ardennes forest. Tired of war, the Americans have already lost half their division and discover that their German enemy is equally unwilling to fight. With Jewish soldier Stan Shutzer (Arye Gross) interpreting, the Germans and Americans agree on a plan that will let the former surrender without violence -- but then, tragedy strikes.;;Drama,History,War;;Keith Gordon;;1992;;Ethan Hawke,Peter Berg,Kevin Dillon,Arye Gross,Gary Sinise,Frank Whaley,John C. McGinley,Larry Joshua,David Jensen,Curt Lowens,Rachel Griffin
Malcolm X;;91;;89;;PG-13;;A tribute to the controversial black activist and leader of the struggle for black liberation. He hit bottom during his imprisonment in the '50s, he became a Black Muslim and then a leader in the Nation of Islam. His assassination in 1965 left a legacy of self-determination and racial pride.;;Drama,History,Biography;;Spike Lee;;1992;;Denzel Washington,Angela Bassett,Albert Hall,Al Freeman Jr.,Delroy Lindo,Theresa Randle,Kate Vernon,Lonette McKee,Tommy Hollis,James McDaniel
Lethal Weapon 3;;61;;60;;R;;Veteran police detective Roger Murtaugh (Danny Glover) is only days away from retiring when he and his tough partner, Martin Riggs (Mel Gibson), are roped into an important internal affairs case. Working with the beautiful, no-nonsense Sergeant Lorna Cole (Rene Russo) and aided by the shifty informant Leo Getz (Joe Pesci), Murtaugh and Riggs begin to close in on a black-market weapons operation involving corrupt cop and arms dealer Jack Travis (Stuart Wilson).;;Action,Mystery & thriller;;Richard Donner;;1992;;Mel Gibson,Danny Glover,Joe Pesci,Rene Russo,Stuart Wilson,Steve Kahan,Darlene Love,Traci Wolfe,Damon Hines,Ebonie Smith
The Crying Game;;78;;94;;R;;Irish Republican Army member Fergus (Stephen Rea) forms an unexpected bond with Jody (Forest Whitaker), a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude (Miranda Richardson) and Maguire (Adrian Dunbar). Jody makes Fergus promise he'll visit his girlfriend, Dil (Jaye Davidson), in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.;;Mystery & thriller;;Neil Jordan;;1992;;Stephen Rea,Miranda Richardson,Forest Whitaker,Jim Broadbent,Ralph Brown,Adrian Dunbar,Jaye Davidson,Andree Bernard
Delicatessen;;91;;89;;R;;Clapet (Jean-Claude Dreyfus) is a butcher who owns a run-down apartment building in post-apocalyptic France. The building is in constant need of a handyman, because Clapet routinely butchers them and sells them as food. The latest in the long ling of disposable workers is Louison (Dominique Pinon), a former circus clown desperate for work and lodging. But this time Clapet's plan hits a snag when his young daughter (Marie-Laure Dougnac) falls head over heels for the lovable Louison.;;Sci-fi;;Jean-Pierre Jeunet,Marc Caro;;1992;;Dominique Pinon,Marie-Laure Dougnac,Jean-Claude Dreyfus,Rufus,Ticky Holgado,Anne-Marie Pisani,Silvie Laguna,Jean-Francois Perrier,Dominique Zardi,Karine Viard,Chick Ortega
The Lawnmower Man;;31;;34;;R;;The eccentric Dr. Lawrence Angelo (Pierce Brosnan) puts mentally disabled landscaper Jobe Smith (Jeff Fahey) on a regimen of experimental pills and computer-simulated training sequences in hopes of augmenting the man's intelligence. In time Jobe becomes noticeably brighter and also begins to fare much better with the opposite sex. But, as he develops psychic powers, he realizes that those around him have taken advantage of his simplicity his whole life, and he plots a bloody revenge.;;Sci-fi,Horror;;Brett Leonard;;1992;;Jeff Fahey,Pierce Brosnan,Jenny Wright,Mark Bringelson,Geoffrey Lewis,Jeremy Slate
Aladdin;;92;;95;;G;;When street rat Aladdin frees a genie from a lamp, he finds his wishes granted. However, he soon finds that the evil has other plans for the lamp -- and for Princess Jasmine. But can Aladdin save Princess Jasmine and his love for her after she sees that he isn't quite what he appears to be?;;Musical,Animation,Fantasy,Adventure,Comedy,Kids & family;;Ron Clements,John Musker;;1992;;Scott Weinger,Robin Williams,Linda Larkin,Jonathan Freeman,Frank Welker,Gilbert Gottfried,Douglas Seale,Bruce Adler,Brad Kane,Lea Salonga,Charlie Adler,Jack Angel,Corey Burton,Philip L. Clarke,Jim Cummings
Sneakers;;80;;79;;PG-13;;Computer hacker Martin (Robert Redford) heads a group of specialists who test the security of various San Francisco companies. Martin is approached by two National Security Agency officers who ask him to steal a newly invented decoder. Martin and his team discover that the black box can crack any encryption code, posing a huge threat if it lands in the wrong hands. When Martin realizes the NSA men who approached him are rogue agents, they frame him for the murder of the device's inventor.;;Mystery & thriller,Comedy;;Phil Alden Robinson;;1992;;Robert Redford,Dan Aykroyd,Ben Kingsley,Mary McDonnell,River Phoenix,Sidney Poitier,David Strathairn,Timothy Busfield,George Hearn,Eddie Jones,Donal Logue,Lee Garlington,Stephen Tobolowsky,James Earl Jones,Jojo Marr,Gary Hershberger
One False Move;;75;;94;;R;;Following a series of drug deals and murders, three criminals -- Fantasia (Cynda Williams), Ray Malcolm (Billy Bob Thornton) and Pluto (Michael Beach) -- travel from Los Angeles to Houston, finally arriving in a small Arkansas town to go into hiding. Two detectives from the LAPD, who are already on the case, contact the town's sheriff, Dale Dixon (Bill Paxton), to alert him of the fugitives' presence in the area. Underestimating Dixon, the criminals have no idea what they are about to face.;;Crime,Drama;;Carl Franklin;;1992;;Bill Paxton,Cynda Williams,Billy Bob Thornton,Michael Beach,Jim Metzler,Earl Billings,Natalie Canerday
The Hand That Rocks the Cradle;;61;;63;;R;;When she was assaulted by her doctor, Claire Bartel (Annabella Sciorra) reported him to the police, and rather than go to prison for his crime, he killed himself. The shock of the accusations and suicide caused the doctor's pregnant wife, Peyton (Rebecca De Mornay), to have a miscarriage. Driven mad with rage, Peyton poses as a nanny for the Bartel family. Her plan: to tear Claire's life apart, seduce her husband (Matt McCoy) and eventually murder the woman she blames for ruining her life.;;Mystery & thriller;;Curtis Hanson;;1992;;Annabella Sciorra,Rebecca De Mornay,Matt McCoy,Ernie Hudson,Julianne Moore,Madeline Zima,John de Lancie,Kevin Skousen
Alien 3;;46;;45;;R;;Ellen Ripley (Sigourney Weaver) is the only survivor when she crash lands on Fiorina 161, a bleak wasteland inhabited by former inmates of the planet's maximum security prison. Once again, Ripley must face skepticism and the alien as it hunts down the prisoners and guards. Without weapons or modern technology of any kind, Ripley leads the men into battle against the terrifying creature.;;Sci-fi,Horror;;David Fincher;;1992;;Sigourney Weaver,Charles S. Dutton,Charles Dance,Paul McGann,Brian Glover,Ralph Brown,Danny Webb,Christopher John Fields,Holt McCallany,Lance Henriksen
Howards End;;81;;94;;PG;;Helen Schlegel falls for Paul Wilcox, but is rebuffed. Her sister Margaret becomes friends with his mother, who promises her the family house, Howards End. Unfortunately, after her death, the will disappears and it appears the inheritance will disappear. Until the widower, Henry Wilcox, becomes attracted to Margaret.;;Drama;;James Ivory;;1992;;Anthony Hopkins,Emma Thompson,Helena Bonham Carter,Vanessa Redgrave,James Wilby,Samuel West,Jemma Redgrave,Nicola Duffett,Prunella Scales,Susie Lindeman,Adrian Ross Magenty,Barbara Hicks
Single White Female;;44;;53;;R;;Having recently split from fiancé Sam Rawson (Steven Weber), Allison Jones (Bridget Fonda) welcomes new roommate Hedra Carlson (Jennifer Jason Leigh). The young women quickly form a bond, but as Allison starts to rethink her engagement, Hedra grows jealous and hostile. As Allison learns new details about her roommate's life, Hedra gets violent in her efforts to get Sam out of the picture. With Hedra turning more menacing by the minute, Allison finally understands what she's up against.;;Mystery & thriller;;Barbet Schroeder;;1992;;Bridget Fonda,Jennifer Jason Leigh,Steven Weber,Peter Friedman,Stephen Tobolowsky,Frances Bay,Michele Farr,Tara Karsian
Buffy the Vampire Slayer;;43;;36;;PG-13;;For Buffy Summers (Kristy Swanson), nothing is the same after she meets Merrick Jamison-Smythe (Donald Sutherland). Merrick tells the teen that he's been sent to train her to fight vampires, and he proves himself by displaying his supernatural powers. Buffy is a quick study, and soon takes fellow student Oliver Pike (Luke Perry) under her wing, repeatedly saving him from fierce bloodsuckers. But, when a very dangerous vampire (Rutger Hauer) gets rambunctious, she must go to war again.;;Comedy;;Fran Rubel Kuzui;;1992;;Kristy Swanson,Luke Perry,Donald Sutherland,Paul Reubens,Rutger Hauer,Michele Abrams,Hilary Swank,Paris Vaughan,David Arquette,Randall Batinkoff,Candy Clark,Andrew Lowery,Sasha Jenson,Stephen Root,Natasha Gregson Wagner,Mark DeCarlo
Glengarry Glen Ross;;88;;95;;R;;When an office full of New York City real estate salesmen is given the news that all but the top two will be fired at the end of the week, the atmosphere begins to heat up. Shelley Levene (Jack Lemmon), who has a sick daughter, does everything in his power to get better leads from his boss, John Williamson (Kevin Spacey), but to no avail. When his coworker Dave Moss (Ed Harris) comes up with a plan to steal the leads, things get complicated for the tough-talking salesmen.;;Drama;;James Foley;;1992;;Al Pacino,Jack Lemmon,Alec Baldwin,Ed Harris,Alan Arkin,Kevin Spacey,Jonathan Pryce,Bruce Altman,Jude Ciccolella,Paul Butler
Unforgiven;;93;;96;;R;;When prostitute Delilah Fitzgerald (Anna Thomson) is disfigured by a pair of cowboys in Big Whiskey, Wyoming, her fellow brothel workers post a reward for their murder, much to the displeasure of sheriff Little Bill Daggett (Gene Hackman), who doesn't allow vigilantism in his town. Two groups of gunfighters, one led by aging former bandit William Munny (Clint Eastwood), the other by the florid English Bob (Richard Harris), come to collect the reward, clashing with each other and the sheriff.;;Western;;Clint Eastwood;;1992;;Clint Eastwood,Gene Hackman,Morgan Freeman,Richard Harris,Jaimz Woolvett,Saul Rubinek,Frances Fisher,Anna Thomson,David Mucci,Rob Campbell,Anthony James
